"sorszam","telnev","iskola","egyutt","neme","szulev","htfovi","neme2","szulev2","szulho2","htfovi2","neme3","szulev3","szulho3","htfovi3","neme4","szulev4","szulho4","htfovi4","neme5","szulev5","szulho5","htfovi5","neme6","szulev6","szulho6","htfovi6","csalall","dolg","agazat","htnetto","d9","d10","d11"
3054,"Vasvár                   ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1966","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3056,"Vasvár                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1955","Családfő","Nő","1970","10","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3059,"Ajka                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1958","Családfő","Nő","1952","10","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3060,"Ajka                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1994","Családfő","Nő","1998","5","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3061,"Ajka                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1978","Családfő","Nő","1987","2","Házastársa","Férfi","2016","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3067,"Ajka                     ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1966","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3071,"Balatonalmádi            ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","2","Nő","1982","Családfő","Nő","1953","10","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3072,"Balatonalmádi            ","Főiskola / BA / BSc","2","Férfi","1992","Családfő","Nő","1966","12","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Szakmai, tudományos, műszaki tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3073,"Balatonalmádi            ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1958","Családfő","Nő","1953","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szállítás, raktározás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3074,"Balatonalmádi            ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1956","Családfő","Nő","1968","11","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3076,"Balatonalmádi            ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","2","Nő","1972","Házastársa","Férfi","1968","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3078,"Balatonalmádi            ","Főiskola / BA / BSc","3","Nő","1993","Gyermeke","Férfi","1968","4","Családfő","Nő","1967","10","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3079,"Balatonalmádi            ","Főiskola / BA / BSc","2","Férfi","1963","Családfő","Nő","1963","11","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3081,"Balatonalmádi            ","Főiskola / BA / BSc","2","Nő","1989","Családfő","Férfi","1989","9","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3082,"Balatonalmádi            ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1960","Családfő","Nő","1962","8","Házastársa","Férfi","1992","12","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3084,"Csót                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1963","Családfő","Nő","1964","2","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3086,"Csót                     ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1977","Családfő","Nő","1981","12","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3088,"Csót                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1971","Családfő","Nő","1971","6","Házastársa","Nő","1950","3","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3093,"Csót                     ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1968","Egyéb rokon","Nő","1949","2","Szülője, anyósa, apósa","Férfi","1967","11","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3096,"Dabronc                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1955","Családfő","Nő","1957","8","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","150000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3097,"Dabronc                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1955","Családfő","Nő","1957","5","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3098,"Dabronc                  ","Szakmunkásképző; szakképzés érettségi nélkül","5","Férfi","1978","Családfő","Nő","1984","4","Házastársa","Nő","2012","6","Gyermeke","Férfi","2012","6","Gyermeke","Férfi","2012","6","Gyermeke",NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3099,"Dabronc                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1970","Házastársa","Férfi","1967","10","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Művészet, szórakoztatás, szabadidő","220000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3100,"Dabronc                  ","Szakmunkásképző; szakképzés érettségi nélkül","5","Nő","1976","Házastársa","Férfi","1973","6","Családfő","Férfi","2000","2","Gyermeke","Nő","2001","3","Gyermeke","Nő","2003","6","Gyermeke",NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3102,"Dabronc                  ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","5","Férfi","1974","Családfő","Nő","1979","12","Házastársa","Férfi","2001","8","Gyermeke","Férfi","2013","2","Gyermeke","Nő","2015","11","Gyermeke",NA,NA,NA,NA,"Házas és együtt élnek","Munkanélküli","Építőipar","170000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3104,"Dabronc                  ","Főiskola / BA / BSc","2","Nő","1978","Gyermeke","Nő","1952","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3105,"Eplény                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1965","Élettársa","Férfi","1965","5","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Oktatás","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3107,"Eplény                   ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1970","Családfő","Nő","1978","4","Házastársa","Férfi","1997","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás","320000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3109,"Eplény                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1959","Családfő","Nő","1965","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szállítás, raktározás","230000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3110,"Eplény                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1970","Családfő","Nő","1972","6","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Ingatlanügyletek","280000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3111,"Eplény                   ","8 általános","2","Nő","1965","Házastársa","Férfi","1962","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Munkanélküli","Válaszmegtagadó","160000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3112,"Eplény                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1991","Élettársa","Férfi","1988","12","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","290000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3113,"Eplény                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1985","Családfő","Nő","1987","9","Élettársa","Nő","2002","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás","355000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3114,"Eplény                   ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1962","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Kereskedelem, gépjárműjavítás","120000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3115,"Eplény                   ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1986","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Humán-egészségügyi, szociális ellátás","170000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3116,"Pápa                     ","Egyetem / MA / MSc","3","Nő","1963","Házastársa","Férfi","1959","8","Családfő","Férfi","1993","11","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3117,"Pápa                     ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","3","Férfi","1994","Gyermeke","Férfi","1954","6","Családfő","Nő","1960","3","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3119,"Pápa                     ","Főiskola / BA / BSc","5","Nő","1981","Házastársa","Férfi","1969","2","Családfő","Nő","1937","12","Szülője, anyósa, apósa","Férfi","2005","5","Gyermeke","Nő","2013","8","Gyermeke",NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás","450000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3121,"Pápa                     ","8 általános","3","Nő","1965","Házastársa","Férfi","1972","4","Családfő","Férfi","1992","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3123,"Pápa                     ","8 általános","2","Nő","1966","Házastársa","Férfi","1956","4","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3124,"Pápa                     ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Nő","1976","Házastársa","Férfi","1953","12","Családfő","Nő","2000","4","Gyermeke","Nő","2008","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3125,"Pápa                     ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1978","Családfő","Nő","1978","12","Házastársa","Férfi","2004","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3126,"Pápa                     ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1958","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar","95000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3127,"Pápa                     ","Szakmunkásképző; szakképzés érettségi nélkül","4","Férfi","1969","Családfő","Nő","1944","6","Szülője, anyósa, apósa","Nő","1963","5","Egyéb rokon","Nő","1987","4","Egyéb rokon",NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3132,"Somlóvásárhely           ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1972","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3133,"Somlóvásárhely           ","8 általános","2","Nő","1966","Élettársa","Férfi","1964","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3135,"Somlóvásárhely           ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1969","Családfő","Nő","1970","7","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3136,"Somlóvásárhely           ","Szakmunkásképző; szakképzés érettségi nélkül","4","Nő","1967","Házastársa","Férfi","1978","5","Családfő","Nő","2005","11","Gyermeke","Nő","2007","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3137,"Somlóvásárhely           ","8 általános","2","Férfi","1972","Családfő","Nő","1976","3","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3141,"Tapolca                  ","8 általános","Egyedül él                    ","Férfi","1958","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Építőipar","60000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3144,"Tapolca                  ","8 általános","Egyedül él                    ","Férfi","1978","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","50000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3148,"Tapolca                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","5","Nő","1995","Gyermeke","Férfi","1976","12","Családfő","Nő","1970","8","Házastársa","Nő","1992","7","Gyermeke","Nő","2015","6","Gyermeke",NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","380000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3150,"Tapolca                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1959","Családfő","Nő","1959","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3151,"Tapolca                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","Egyedül él                    ","Férfi","1970","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar","120000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3154,"Várpalota                ","Főiskola / BA / BSc","3","Nő","1985","Házastársa","Férfi","1980","12","Családfő","Nő","2012","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Munkanélküli","Művészet, szórakoztatás, szabadidő","4e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3155,"Várpalota                ","Gimnáziumi érettségi","3","Nő","1996","Gyermeke","Férfi","1965","2","Családfő","Nő","1973","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3156,"Várpalota                ","Akkreditált felsőfokú szakképzés; felsőfokú technikum","4","Nő","1978","Házastársa","Férfi","1982","7","Családfő","Nő","1956","2","Szülője, anyósa, apósa","Férfi","2009","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","320000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3159,"Várpalota                ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3161,"Várpalota                ","8 általános","2","Férfi","1957","Családfő","Nő","1958","6","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3163,"Várpalota                ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1959","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Munkanélküli","Feldolgozóipar","22000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3166,"Vaszar                   ","Szakmunkásképző; szakképzés érettségi nélkül","6","Nő","1980","Élettársa","Férfi","1971","5","Családfő","Nő","2003","9","Gyermeke","Férfi","2005","5","Gyermeke","Férfi","2009","9","Gyermeke","Férfi","2012","2","Gyermeke","Élettárssal él","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3168,"Vaszar                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1973","Családfő","Nő","1951","12","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3169,"Vaszar                   ","Szakmunkásképző; szakképzés érettségi nélkül","4","Férfi","1966","Családfő","Nő","1980","11","Házastársa","Nő","2002","10","Gyermeke","Férfi","2005","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3173,"Vaszar                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Nő","1976","Gyermeke","Nő","1954","12","Házastársa","Férfi","1954","3","Családfő","Nő","2013","10","Egyéb rokon",NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3174,"Vaszar                   ","Gimnáziumi érettségi","Egyedül él                    ","Férfi","1971","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3175,"Vaszar                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1985","Családfő","Nő","1986","12","Élettársa","Nő","2014","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3176,"Vaszar                   ","Szakmunkásképző; szakképzés érettségi nélkül","3","Nő","1962","Házastársa","Férfi","1955","5","Családfő","Férfi","1990","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3181,"Veszprém                 ","Szakmunkásképző; szakképzés érettségi nélkül","3","Nő","1962","Házastársa","Férfi","1965","8","Családfő","Férfi","1994","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás","260000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3183,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1970","Élettársa","Férfi","1970","10","Családfő","Nő","2010","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","120000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3184,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1975","Házastársa","Férfi","1974","9","Családfő","Férfi","2005","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","4e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3185,"Veszprém                 ","8 általános","5","Nő","1997","Gyermeke","Nő","1975","2","Házastársa","Férfi","1986","9","Családfő","Nő","2003","2","Gyermeke","Nő","2011","7","Gyermeke",NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3186,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1974","Családfő","Nő","2005","1","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","150000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
